class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
1,1099,32,12,15,2,1039,29,6,15,2,845,18,3,8,1,691,10,0,4,1,623,8,0,3,1,560,7,0,3,0,509,5,0,2,0,459,4,0,2,0,413,3,0,2,0,351,1,0,1,0,272,0,0,0,0,97,0,0,0,0,1067,44,13,31,5,1067,44,13,31,5,1067,44,13,31,5,1067,44,13,31,4,1063,44,10,31,4,1050,43,8,31,2,984,39,7,31,2,925,36,7,31,2,843,31,5,29,1,704,22,5,28,1,347,7,1,19,0,145,3,0,17,0,159.8118586362069,163.10020110689655,27832.701668344227,98.56874370000003,121.59074140000001,137.35115640000004,149.33308100000005,159.42956550000002,169.0500854,177.9814576,190.232645,208.4908020000001,98.56874370000003,121.59074140000001,137.35115640000004,149.33308100000005,159.42956550000002,169.0500854,177.9814576,190.232645,208.4908020000001,160.40713828393893,181.21918291110296,208.90686239934786,220.12261922689805,230.31113324638835,239.49458822926835,249.76899353212846,270.4098203017807,303.5550211304213,11724.950599158657,15527.585545329177,20512.680881548076,23353.822118138116,25691.29470472363,27637.646344706023,29824.03440465146,34197.86594099196,43341.88045971215
3,2172,23,125,44,0,1957,19,98,41,0,1731,12,76,20,0,1499,9,57,12,0,1341,8,50,7,0,1233,6,44,6,0,1162,5,38,5,0,1087,2,34,5,0,1014,1,30,4,0,920,1,21,3,0,790,0,15,2,0,424,0,4,0,0,2034,21,206,86,17,2034,21,206,86,17,2034,21,206,86,17,2033,21,206,85,16,2028,21,202,85,16,2011,21,197,83,16,1970,19,185,82,16,1928,16,174,77,16,1862,16,166,76,16,1777,15,138,68,13,1501,9,87,46,10,1156,5,43,28,7,125.81441288367175,124.17946578299492,18874.027378880535,66.38880629999996,80.9518312,91.33089319999998,100.562408,110.38587950000004,119.1812744,131.7061752,151.939566,189.84521730000037,66.38880629999996,80.9518312,91.33089319999998,100.562408,110.38587950000004,119.1812744,131.7061752,151.939566,189.84521730000037,103.87685769664671,119.68872577109599,138.99132570984543,147.59772172437783,157.91260975913076,170.3293269115157,186.13640015569436,217.0080400693843,263.2836418464569,5081.6660540186585,6627.752455960954,9239.318594579046,10256.606592989467,11737.105037039677,13598.559237489038,16107.298827608862,21890.624542598307,31666.127285315393
2,1903,1611,120,310,1,883,1408,55,307,1,746,1185,38,245,0,616,958,23,186,0,529,813,16,151,0,475,688,12,130,0,417,574,8,111,0,359,485,6,98,0,295,378,5,84,0,240,280,5,64,0,172,141,4,45,0,29,18,0,14,0,751,2250,75,857,12,751,2250,75,857,12,751,2250,75,857,12,751,2249,74,856,12,743,2245,73,854,11,713,2228,67,847,11,622,2164,64,835,9,501,2086,60,821,9,399,1972,59,795,8,277,1796,53,768,5,85,1260,39,639,0,23,798,26,506,0,131.48038612750318,133.9479726973384,20945.487314474452,60.73013719999993,79.884893,96.62862519999996,108.27478380000001,120.40101600000003,132.93644440000003,151.97101360000002,170.93007219999998,199.471733,60.73013719999993,79.884893,96.62862519999996,108.27478380000001,120.40101600000003,132.93644440000003,151.97101360000002,170.93007219999998,199.471733,90.94601543854549,128.985897476515,149.96565695129271,163.29038296522805,176.17608882738963,191.2994220375001,221.8488215878141,242.05111540662708,283.10639882304076,3886.5994148848467,7141.49399050517,10701.94417346474,12496.550846676539,14476.87329728695,16916.412173835637,23546.874793343024,27645.722957711037,36937.80064451026
4,4676,148,633,260,10,3314,69,350,237,10,2777,50,235,161,9,2270,33,160,101,5,2020,23,124,75,5,1783,17,93,52,4,1596,13,64,41,2,1438,12,45,22,1,1272,10,34,15,1,1076,6,18,5,1,830,3,9,3,0,307,0,0,0,0,3690,155,345,1282,255,3690,155,345,1282,255,3690,155,345,1282,255,3688,155,343,1282,254,3663,155,339,1279,252,3592,153,315,1262,244,3390,140,273,1220,228,3124,123,239,1167,212,2823,112,207,1110,196,2361,102,163,1002,179,1207,58,76,636,124,474,30,34,343,68,111.78695367400036,114.46873194918807,16617.748373159902,49.78843420000001,62.3772524,73.67652580000002,84.36199919999999,96.09930500000002,108.3848754,122.69190680000001,144.00899560000002,181.14855980000004,49.78843420000001,62.3772524,73.67652580000002,84.36199919999999,96.09930500000002,108.3848754,122.69190680000001,144.00899560000002,181.14855980000004,78.92904430038652,95.77125773186538,109.82554495669322,132.28740594429246,146.30986404243635,161.695651577585,177.149113371057,208.47304257131196,249.86451110749124,2989.5603488318557,4328.039922495284,5698.034686372561,8125.267914694129,9913.810367428548,11876.978407555798,14250.689799054846,19237.90862893733,28969.40171489685
2,347,65,31,86,1,292,60,9,84,1,243,39,7,40,1,204,29,6,21,1,174,23,3,11,1,155,18,2,8,1,139,16,2,7,1,129,12,2,4,1,116,9,2,3,1,102,7,1,3,1,72,2,1,2,0,25,0,0,0,0,294,84,10,138,4,294,84,10,138,4,294,84,10,138,4,294,84,10,137,3,294,83,10,136,3,284,83,10,135,3,262,79,10,132,3,240,75,9,121,1,202,72,9,114,0,158,67,8,100,0,65,42,5,46,0,17,23,2,17,0,149.80163360943396,147.27817538679244,33467.511755494495,40.49325540000001,59.81241439999998,93.02460360000002,108.89033800000001,123.38493749999995,140.5796846,165.6724176,188.88723100000004,269.28315610000004,40.49325540000001,59.81241439999998,93.02460360000002,108.89033800000001,123.38493749999995,140.5796846,165.6724176,188.88723100000004,269.28315610000004,57.86298984018218,87.49459579504841,139.065429490104,162.77971109341956,179.68599558969504,202.169516906136,230.35866562728222,261.39061559908055,364.4083045005514,1559.0771943814561,3714.9633039195287,9296.026869737654,12564.370619772177,15203.14118014649,19854.202703858497,25534.18017290703,32414.0921689083,56669.813602199174
2,406,231,4,21,5,258,224,0,21,5,214,196,0,14,2,163,162,0,7,2,140,140,0,6,0,122,130,0,3,0,107,114,0,3,0,88,104,0,2,0,77,89,0,2,0,63,63,0,2,0,38,40,0,2,0,9,9,0,0,0,261,351,0,43,12,261,351,0,43,12,261,351,0,43,12,261,351,0,43,12,259,351,0,42,12,248,345,0,40,11,211,329,0,34,11,185,302,0,33,10,147,281,0,32,8,108,251,0,27,6,39,165,0,14,4,14,107,0,9,1,187.76584811544225,191.47128311994004,49325.82931281859,77.5651062,101.39610600000003,118.23133600000003,135.95492720000001,154.57009899999997,172.142856,191.6569088,216.75597559999997,385.4974027999999,77.5651062,101.39610600000003,118.23133600000003,135.95492720000001,154.57009899999997,172.142856,191.6569088,216.75597559999997,385.4974027999999,136.2266471807408,162.49407866996802,178.53750616471498,205.2550466525028,227.4637935994803,243.8724424289294,264.11469922699297,316.86450638417085,544.9263226503288,8647.70791188505,11926.120467384564,15075.987878576563,18930.94263809953,24334.52358217394,28303.670172067403,33244.930286536284,48414.08284446064,137810.91892430748
4,674,11,651,190,2,377,2,357,183,2,326,2,275,115,1,276,1,195,68,1,232,1,153,45,1,206,1,114,37,1,186,1,96,30,1,171,0,75,22,1,154,0,50,17,1,122,0,30,9,1,95,0,13,3,1,42,0,1,0,0,401,4,425,672,26,401,4,425,672,26,401,4,425,672,26,398,4,422,672,26,386,4,408,666,26,352,4,387,663,24,295,3,352,656,24,247,3,312,638,21,194,3,273,614,17,138,1,208,573,15,47,0,108,429,7,9,0,62,265,2,109.07794490052353,103.03785964397905,19248.109479883733,38.981683699999984,47.0854938,54.19699689999993,61.31672359999995,70.40182500000009,82.975049,100.17185729999999,126.34139440000008,249.5642451,38.981683699999984,47.0854938,54.19699689999993,61.31672359999995,70.40182500000009,82.975049,100.17185729999999,126.34139440000008,249.5642451,58.58363100196373,72.67038566104691,83.32721999011326,92.00882436180983,102.43481829303798,117.71990955351876,147.84497317471633,178.70004467551558,340.6129387462275,1631.1402602080107,2537.0371087017725,3265.5273604099298,4009.441328387518,4871.287036557386,6330.120037601252,10130.508168878643,14847.156101256256,52918.063116994446
3,1080,207,274,313,4,755,96,206,298,4,597,67,153,198,3,455,37,103,115,2,363,24,90,79,1,314,18,76,54,1,268,16,66,39,1,225,10,56,32,1,181,8,43,25,1,142,3,29,13,1,97,1,16,5,1,18,0,4,1,0,784,148,388,520,38,784,148,388,520,38,784,148,388,520,38,784,148,388,519,38,766,143,385,506,37,725,130,369,488,35,675,110,349,446,30,614,97,317,418,26,552,77,287,370,24,453,56,249,301,20,196,21,165,139,12,47,5,91,57,7,121.7077382177849,124.07628640841321,24164.925734472567,51.414764099999985,62.17343739999997,72.6903355,82.02703919999998,93.0390015,104.47842199999998,115.98617579999998,137.72827459999996,197.0291215,51.414764099999985,62.17343739999997,72.6903355,82.02703919999998,93.0390015,104.47842199999998,115.98617579999998,137.72827459999996,197.0291215,82.18477325379224,96.29900768332664,107.07177479543496,118.10678586668058,141.00637147561167,150.4821651031524,165.62941835818245,185.99780843388277,314.04800188048176,3248.1422861722904,4333.27674132953,5415.769460362319,6453.508381616231,9394.503630782954,10636.068353848192,12555.3640744735,16091.694070599377,43500.46301498453
4,1802,731,1126,4042,4,318,205,266,3416,4,246,138,141,2807,2,172,84,62,2090,2,142,53,35,1714,2,121,35,23,1393,1,104,29,16,1144,1,94,19,8,939,1,83,13,7,726,1,63,7,3,540,0,41,1,1,310,0,13,1,0,36,0,255,136,67,6796,451,255,136,67,6796,451,255,136,67,6796,451,253,135,67,6781,449,247,133,65,6734,444,226,128,64,6594,420,194,119,59,6266,378,169,108,54,5924,326,145,89,54,5477,281,106,71,47,4776,214,38,27,28,2628,91,11,8,19,1057,37,155.2731009003245,149.31515584724204,54716.80634680747,35.95886680000001,42.876476999999966,49.41047379999999,56.04486720000003,64.021851,74.60313740000002,94.66007079999994,297.19190060000085,542.3232790000001,35.95886680000001,42.876476999999966,49.41047379999999,56.04486720000003,64.021851,74.60313740000002,94.66007079999994,297.19190060000085,542.3232790000001,53.38552986617222,62.60107785539226,72.77404655655036,83.27889844550478,94.01294984747803,105.21767227914376,138.37751611100936,435.25722674927357,737.0974155667627,1357.627818173543,1890.4926694389774,2549.262240584541,3310.2067727459753,4223.022846800161,5216.648183759183,9047.373711615308,77335.76496852997,260418.12795737194
4,2432,201,1148,214,4,1253,61,962,207,4,993,41,784,146,4,779,26,616,87,2,653,16,513,63,1,585,11,442,42,1,515,8,383,29,0,443,3,332,23,0,366,1,274,15,0,311,1,217,12,0,211,0,142,7,0,62,0,35,0,0,1288,80,2037,579,15,1288,80,2037,579,15,1288,80,2037,578,15,1288,79,2037,578,15,1282,78,2029,568,15,1245,74,2014,556,13,1182,62,1986,521,13,1102,50,1954,496,12,1018,39,1898,442,10,870,25,1806,375,6,476,6,1490,193,1,233,2,1198,88,0,153.18395619129782,149.87110843310828,34892.165513649765,54.557482800000024,66.80710419999998,78.26395600000002,90.58193359999997,104.62075900000002,121.83483879999996,149.290527,198.4603394,341.9111690000001,54.557482800000024,66.80710419999998,78.26395600000002,90.58193359999997,104.62075900000002,121.83483879999996,149.290527,198.4603394,341.9111690000001,86.08098695576992,100.09508207946581,112.66345800965836,137.37433208224155,152.7336900228665,171.7436652900311,227.40063906978565,310.7053233920248,501.7582361239589,3463.9241019847123,4666.129681714237,5884.205314362887,8941.650351337075,10893.845251387113,13715.80266941456,23778.224868976286,43323.63270303003,105886.35191973443
