class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
1,1043,14,21,12,1,1007,14,12,12,1,814,10,6,6,0,644,5,3,4,0,548,3,2,1,0,468,3,1,1,0,411,2,1,0,0,369,1,1,0,0,315,1,0,0,0,255,1,0,0,0,206,0,0,0,0,81,0,0,0,0,1031,16,11,32,1,1031,16,11,32,1,1031,16,11,32,1,1031,16,11,30,1,1027,16,10,27,1,1020,16,8,24,0,957,14,8,23,0,895,14,6,20,0,810,13,5,14,0,688,11,3,12,0,334,7,0,5,0,115,3,0,3,0,114.3728209422548,118.27165785976169,14409.4705636105,69.04849300000001,82.356292,92.53533900000002,101.32560700000002,109.35703999999998,118.53143299999995,128.79815699999997,142.78344699999997,161.64447000000007,69.04849300000001,82.356292,92.53533900000002,101.32560700000002,109.35703999999998,118.53143299999995,128.79815699999997,142.78344699999997,161.64447000000007,106.32217096968121,134.11539235200084,146.08219458222405,155.4363080652523,163.62890308969716,172.343729892014,180.48219025447696,202.6987809297772,226.4837018157851,5384.331194667595,8573.311565046142,10062.314540234885,11470.91733853388,12660.656341519958,13736.62372282492,15176.701616658938,19102.59010549533,24000.72383173257
1,1749,18,2,0,2,1693,18,2,0,2,1311,12,2,0,1,981,8,2,0,0,805,3,2,0,0,670,3,2,0,0,559,3,2,0,0,474,2,2,0,0,403,2,2,0,0,324,1,0,0,0,224,0,0,0,0,41,0,0,0,0,1732,32,2,2,3,1732,32,2,2,3,1732,32,2,2,3,1732,32,2,2,3,1728,32,2,2,3,1713,31,2,1,3,1644,28,2,1,3,1581,25,2,1,3,1487,22,2,1,2,1345,17,0,1,2,865,9,0,0,2,415,4,0,0,2,150.42693600395256,151.33384294184077,26091.268486177556,86.4019780000001,100.93084699999997,114.135132,126.51123000000001,141.35182200000003,154.63481900000002,168.562744,182.90325899999993,202.594605,86.4019780000001,100.93084699999997,114.135132,126.51123000000001,141.35182200000003,154.63481900000002,168.562744,182.90325899999993,202.594605,148.61027566801053,162.24016072926216,171.89576534572518,184.09768064680677,208.6275081246193,220.66150251964376,230.48354240445585,247.95198990747306,291.0056697704119,10157.481947907714,12036.016093535642,13716.156746663626,15505.776169336574,19920.95653661939,22906.26680586533,24940.366105357825,28672.339713214984,37592.55451779555
1,154,113,28,235,18,65,72,2,206,18,43,53,1,141,14,27,38,1,85,6,20,31,0,63,6,15,27,0,49,6,7,23,0,40,6,7,16,0,33,4,5,13,0,26,3,4,11,0,14,2,2,3,0,8,2,0,0,0,3,1,62,129,0,292,65,62,129,0,292,65,62,129,0,292,65,62,129,0,292,65,61,129,0,290,65,59,127,0,289,61,56,118,0,276,54,48,107,0,262,49,38,99,0,245,45,26,85,0,221,41,10,46,0,164,26,4,24,0,127,16,126.62436422810217,129.94030843065693,24067.345630970416,50.501297,60.78524160000003,71.24006980000001,85.70757479999997,102.48679349999998,117.31854240000001,134.7712418,165.7696062,206.65491339999994,50.501297,60.78524160000003,71.24006980000001,85.70757479999997,102.48679349999998,117.31854240000001,134.7712418,165.7696062,206.65491339999994,79.46071656085994,90.41792216524631,102.18110169178264,120.47596968304802,152.60846412450854,166.6342442739831,189.50924094813766,241.92421073928847,324.77922135317993,3062.2001530478847,3963.788599504007,4921.47476188547,6373.510995480767,10895.679937770827,12906.876896058067,16331.578465069088,26855.657746559456,47237.96585354571
1,497,449,35,550,7,298,345,2,544,7,227,249,0,352,5,160,178,0,208,4,129,130,0,156,4,106,98,0,127,3,84,74,0,103,3,65,55,0,83,3,42,42,0,69,2,21,27,0,54,2,11,18,0,33,0,0,4,0,6,0,303,475,0,740,20,303,475,0,740,20,303,475,0,740,20,303,475,0,740,20,302,472,0,740,20,298,465,0,726,20,276,438,0,702,18,255,404,0,683,17,232,375,0,643,17,215,333,0,579,15,145,226,0,410,12,80,131,0,262,9,116.30071074122236,116.48961830754226,22786.640039225098,45.361951,53.11702439999999,61.472230800000006,72.1253054,89.45719349999999,104.33897560000001,119.81437680000002,139.734717,182.67208899999997,45.361951,53.11702439999999,61.472230800000006,72.1253054,89.45719349999999,104.33897560000001,119.81437680000002,139.734717,182.67208899999997,67.12242106605568,77.0576998229535,89.43729885143509,102.7703667486427,133.5465332893262,153.43812443381506,171.31195009576385,204.07325376952636,280.29495751030333,2176.6428712647926,2934.3667944877025,3843.7900352591314,5061.114576353168,8653.606462671498,11156.132393430316,14071.017439609865,19177.290405255095,34801.462652184695
1,1352,783,2,16,3,696,774,0,15,3,532,647,0,7,2,376,513,0,6,1,313,432,0,6,1,250,367,0,5,1,196,307,0,5,0,161,259,0,5,0,121,202,0,4,0,71,147,0,3,0,24,75,0,2,0,0,14,0,0,0,677,1440,0,33,6,677,1440,0,33,6,677,1440,0,33,6,677,1440,0,33,6,676,1439,0,33,6,662,1430,0,31,6,615,1369,0,30,6,554,1300,0,30,4,492,1213,0,29,4,402,1095,0,27,2,201,777,0,22,2,84,522,0,17,1,148.3040426739332,145.20602674675322,25200.628641054373,91.190796,105.05999800000001,114.92534649999999,124.14758300000003,134.25219350000003,145.876114,161.79273949999998,177.97288500000002,200.493767,91.190796,105.05999800000001,114.92534649999999,124.14758300000003,134.25219350000003,145.876114,161.79273949999998,177.97288500000002,200.493767,145.05185784062084,159.4699351384118,168.99462720525486,177.21907158296307,186.3376633500834,211.350539407949,224.93766055223182,237.38870443058997,274.86137099829534,9950.249780373171,12024.420144479336,13550.054862253619,14988.263499439556,16695.188427673755,21291.84461573519,24104.78502522361,26718.09434963405,34382.962493170286
1,587,394,8,55,8,303,371,1,55,8,224,290,1,40,4,149,217,1,24,3,111,170,0,17,1,83,141,0,12,1,61,120,0,9,1,42,88,0,8,1,28,77,0,7,1,14,53,0,6,1,7,31,0,4,1,0,16,0,1,0,297,650,0,91,14,297,650,0,91,14,297,650,0,91,14,297,650,0,91,14,297,650,0,91,14,290,643,0,90,14,264,605,0,87,12,233,564,0,83,12,203,516,0,78,11,166,446,0,70,8,64,278,0,46,5,26,167,0,26,3,137.95844117775667,136.09898786692014,21658.708861874075,77.23374900000007,95.8272514,107.82462149999999,117.51357019999998,127.5896985,139.68324620000004,154.65945720000002,171.78207979999996,189.27949040000001,77.23374900000007,95.8272514,107.82462149999999,117.51357019999998,127.5896985,139.68324620000004,154.65945720000002,171.78207979999996,189.27949040000001,111.83025511011134,149.78289818332408,161.76959558020772,171.8775052867955,181.85561630407443,193.3183735999517,220.3747334385245,233.6005175548972,259.120977829956,5888.601103510195,10623.81021116615,12558.49806184931,13885.364931626826,15632.074541311245,17836.92273075276,23567.13901364249,26253.95530234685,31581.38942084328
1,469,409,9,18,32,136,379,2,15,32,93,269,1,11,17,58,194,1,8,9,38,155,1,4,4,25,131,0,4,2,18,102,0,4,1,13,74,0,4,1,9,53,0,4,1,5,33,0,3,1,2,21,0,1,0,0,8,0,1,0,134,688,0,37,78,134,688,0,37,78,134,688,0,37,78,134,688,0,37,78,134,688,0,37,77,130,682,0,36,77,119,649,0,35,74,105,614,0,34,66,93,586,0,31,61,78,525,0,26,52,32,372,0,14,34,12,240,0,11,25,172.23544220384204,172.31358215581642,33758.93337227059,89.72893959999999,105.20848980000002,120.61394960000001,134.4660526,154.117409,171.76545420000002,189.464722,210.1527222,275.47814960000005,89.72893959999999,105.20848980000002,120.61394960000001,134.4660526,154.117409,171.76545420000002,189.464722,210.1527222,275.47814960000005,149.96052563150712,166.57103991581047,179.77870635928292,206.9136252190213,228.9431577286665,243.91347471450192,272.5624816493933,317.5881032067915,366.99625893161283,10648.654820539621,12738.740836025772,14946.164232964273,17955.89591100986,24138.82212794894,27423.944135049234,32260.75359197255,44043.86145306728,58413.50835916739
1,284,251,4,27,0,111,250,1,27,0,83,191,0,20,0,56,152,0,10,0,39,117,0,8,0,30,98,0,8,0,19,84,0,4,0,15,61,0,3,0,10,44,0,3,0,5,30,0,3,0,2,11,0,3,0,0,4,0,1,0,110,415,0,39,2,110,415,0,39,2,110,415,0,39,2,110,415,0,39,2,109,415,0,38,2,107,407,0,37,2,92,378,0,37,2,79,348,0,37,2,65,305,0,35,2,48,270,0,35,2,17,167,0,26,2,4,96,0,18,2,154.11260171024736,154.7391620547703,32547.933152077214,78.28424050000001,102.31317199999995,113.7564235,122.256012,132.842735,144.40576099999993,162.07849149999998,178.287719,207.6140405,78.28424050000001,102.31317199999995,113.7564235,122.256012,132.842735,144.40576099999993,162.07849149999998,178.287719,207.6140405,134.6102147283057,153.84480825792576,165.07965563491746,175.85503333830104,186.94932326671594,213.78900168124727,229.67254059488863,247.28521492143585,291.7594415051043,8542.893716201503,11165.701987608136,13054.463731740962,14780.207185308585,16689.519023696892,21891.795711924173,24887.334411000942,28722.614289121786,38242.118811515764
1,10,5,2,30,2,5,3,1,28,2,2,2,0,17,1,1,1,0,5,0,1,1,0,5,0,1,0,0,4,0,1,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,5,0,33,6,5,5,0,33,6,5,5,0,33,6,5,5,0,33,6,5,4,0,33,6,5,3,0,32,5,5,3,0,26,4,5,3,0,21,4,4,3,0,20,4,4,3,0,16,4,3,2,0,7,2,1,1,0,3,1,110.31103263265305,130.72531836734692,30240.76730062145,41.94647500000001,46.60766299999998,50.491918800000036,57.548132400000014,67.43225100000006,83.3610322,99.0817016,124.89730840000013,209.92987340000028,41.94647500000001,46.60766299999998,50.491918800000036,57.548132400000014,67.43225100000006,83.3610322,99.0817016,124.89730840000013,209.92987340000028,59.79823062378954,66.00658084792977,71.0997994426089,82.78918443266225,105.11335082534546,144.52917242654775,166.37677222227262,203.5142760517229,348.61594279645533,1662.684173113689,2030.640820390529,2514.2429970774565,3425.1781642097267,4806.436179720519,9949.25112798569,13084.843493739929,17534.735828418612,45676.06571793562
1,402,316,17,131,4,201,296,3,131,4,156,232,1,82,2,107,178,0,47,0,90,142,0,34,0,76,114,0,25,0,66,101,0,18,0,53,77,0,16,0,44,66,0,11,0,29,52,0,9,0,18,33,0,5,0,0,8,0,0,0,200,475,0,188,7,200,475,0,188,7,200,475,0,188,7,200,475,0,188,7,198,475,0,187,7,196,471,0,185,7,169,452,0,181,7,155,439,0,175,7,141,417,0,171,7,117,380,0,166,7,63,286,0,138,7,35,205,0,105,4,142.50412849310345,140.36633615172414,26360.621219671833,51.35651140000002,74.03377079999997,99.16588980000003,116.89316680000002,134.19805899999997,151.9804876,166.74770499999997,184.81655900000004,207.69981019999997,51.35651140000002,74.03377079999997,99.16588980000003,116.89316680000002,134.19805899999997,151.9804876,166.74770499999997,184.81655900000004,207.69981019999997,74.9567637214364,110.32167944972639,148.16475015668374,170.56913196488048,191.2878322357813,220.0954983274606,232.59548982492748,249.27605522050678,301.0745582232436,2706.6112951710493,5259.042194867439,9961.541825648179,13492.084710969204,17061.077881117388,23063.134452683254,25771.488014890827,28863.15954709977,41740.00459864996
