class_i,ASCUS_s,LSIL_s,ASCH_s,HSIL_s,SCC_s,ASCUS_s_005,LSIL_s_005,ASCH_s_005,HSIL_s_005,SCC_s_005,ASCUS_s_01,LSIL_s_01,ASCH_s_01,HSIL_s_01,SCC_s_01,ASCUS_s_02,LSIL_s_02,ASCH_s_02,HSIL_s_02,SCC_s_02,ASCUS_s_03,LSIL_s_03,ASCH_s_03,HSIL_s_03,SCC_s_03,ASCUS_s_04,LSIL_s_04,ASCH_s_04,HSIL_s_04,SCC_s_04,ASCUS_s_05,LSIL_s_05,ASCH_s_05,HSIL_s_05,SCC_s_05,ASCUS_s_06,LSIL_s_06,ASCH_s_06,HSIL_s_06,SCC_s_06,ASCUS_s_07,LSIL_s_07,ASCH_s_07,HSIL_s_07,SCC_s_07,ASCUS_s_08,LSIL_s_08,ASCH_s_08,HSIL_s_08,SCC_s_08,ASCUS_s_09,LSIL_s_09,ASCH_s_09,HSIL_s_09,SCC_s_09,ASCUS_s_099,LSIL_s_099,ASCH_s_099,HSIL_s_099,SCC_s_099,ASCUS_c,LSIL_c,ASCH_c,HSIL_c,SCC_c,ASCUS_c_01,LSIL_c_01,ASCH_c_01,HSIL_c_01,SCC_c_01,ASCUS_c_02,LSIL_c_02,ASCH_c_02,HSIL_c_02,SCC_c_02,ASCUS_c_03,LSIL_c_03,ASCH_c_03,HSIL_c_03,SCC_c_03,ASCUS_c_04,LSIL_c_04,ASCH_c_04,HSIL_c_04,SCC_c_04,ASCUS_c_05,LSIL_c_05,ASCH_c_05,HSIL_c_05,SCC_c_05,ASCUS_c_06,LSIL_c_06,ASCH_c_06,HSIL_c_06,SCC_c_06,ASCUS_c_07,LSIL_c_07,ASCH_c_07,HSIL_c_07,SCC_c_07,ASCUS_c_08,LSIL_c_08,ASCH_c_08,HSIL_c_08,SCC_c_08,ASCUS_c_09,LSIL_c_09,ASCH_c_09,HSIL_c_09,SCC_c_09,ASCUS_c_099,LSIL_c_099,ASCH_c_099,HSIL_c_099,SCC_c_099,ASCUS_c_0999,LSIL_c_0999,ASCH_c_0999,HSIL_c_0999,SCC_c_0999,w_mean,h_mean,v_mean,w_01,w_02,w_03,w_04,w_05,w_06,w_07,w_08,w_09,h_01,h_02,h_03,h_04,h_05,h_06,h_07,h_08,h_09,d_01,d_02,d_03,d_04,d_05,d_06,d_07,d_08,d_09,v_01,v_02,v_03,v_04,v_05,v_06,v_07,v_08,v_09
1,1043,14,21,12,1,1007,14,12,12,1,814,10,6,6,0,644,5,3,4,0,548,3,2,1,0,468,3,1,1,0,411,2,1,0,0,369,1,1,0,0,315,1,0,0,0,255,1,0,0,0,206,0,0,0,0,81,0,0,0,0,1031,16,11,32,1,1031,16,11,32,1,1031,16,11,32,1,1031,16,11,30,1,1027,16,10,27,1,1020,16,8,24,0,957,14,8,23,0,895,14,6,20,0,810,13,5,14,0,688,11,3,12,0,334,7,0,5,0,115,3,0,3,0,114.3728209422548,118.27165785976169,14409.4705636105,69.04849300000001,82.356292,92.53533900000002,101.32560700000002,109.35703999999998,118.53143299999995,128.79815699999997,142.78344699999997,161.64447000000007,69.04849300000001,82.356292,92.53533900000002,101.32560700000002,109.35703999999998,118.53143299999995,128.79815699999997,142.78344699999997,161.64447000000007,106.32217096968121,134.11539235200084,146.08219458222405,155.4363080652523,163.62890308969716,172.343729892014,180.48219025447696,202.6987809297772,226.4837018157851,5384.331194667595,8573.311565046142,10062.314540234885,11470.91733853388,12660.656341519958,13736.62372282492,15176.701616658938,19102.59010549533,24000.72383173257
1,497,449,35,550,7,298,345,2,544,7,227,249,0,352,5,160,178,0,208,4,129,130,0,156,4,106,98,0,127,3,84,74,0,103,3,65,55,0,83,3,42,42,0,69,2,21,27,0,54,2,11,18,0,33,0,0,4,0,6,0,303,475,0,740,20,303,475,0,740,20,303,475,0,740,20,303,475,0,740,20,302,472,0,740,20,298,465,0,726,20,276,438,0,702,18,255,404,0,683,17,232,375,0,643,17,215,333,0,579,15,145,226,0,410,12,80,131,0,262,9,116.30071074122236,116.48961830754226,22786.640039225098,45.361951,53.11702439999999,61.472230800000006,72.1253054,89.45719349999999,104.33897560000001,119.81437680000002,139.734717,182.67208899999997,45.361951,53.11702439999999,61.472230800000006,72.1253054,89.45719349999999,104.33897560000001,119.81437680000002,139.734717,182.67208899999997,67.12242106605568,77.0576998229535,89.43729885143509,102.7703667486427,133.5465332893262,153.43812443381506,171.31195009576385,204.07325376952636,280.29495751030333,2176.6428712647926,2934.3667944877025,3843.7900352591314,5061.114576353168,8653.606462671498,11156.132393430316,14071.017439609865,19177.290405255095,34801.462652184695
1,539,282,49,306,26,221,214,7,280,26,143,157,4,187,18,85,103,3,113,9,57,79,2,81,8,45,64,0,66,7,30,55,0,53,5,24,46,0,46,2,15,32,0,36,1,9,22,0,27,1,5,9,0,17,0,0,1,0,2,0,227,393,0,496,86,227,393,0,496,86,227,393,0,496,86,227,393,0,495,86,223,392,0,491,84,219,387,0,477,78,209,371,0,452,74,196,346,0,430,71,179,326,0,397,68,144,286,0,351,54,77,204,0,186,33,38,141,0,86,22,127.54803694009983,126.28668495840266,23870.361035411734,50.225517100000005,61.14377160000001,72.5466492,87.02199700000001,99.1466025,114.23792020000002,134.59721859999996,169.40427840000004,221.70625270000002,50.225517100000005,61.14377160000001,72.5466492,87.02199700000001,99.1466025,114.23792020000002,134.59721859999996,169.40427840000004,221.70625270000002,76.29715655417168,89.263319291504,103.85935097839383,124.68456339634484,147.6014585248013,165.80964290715212,186.52660331671183,239.85596393377523,320.44494911587583,2761.834337570022,3759.9407452764553,5006.41399048976,6918.472201849247,10373.764509208075,12912.33229410559,16256.447542246111,26495.163431196506,48789.43155756426
1,339,90,13,361,4,260,53,2,343,4,202,48,1,188,3,161,33,1,90,2,127,30,1,55,2,105,28,1,39,2,87,22,0,27,2,72,15,0,22,2,60,11,0,18,2,46,5,0,16,1,25,4,0,8,1,3,1,0,1,0,266,73,0,440,28,266,73,0,440,28,266,73,0,440,28,266,73,0,440,28,264,73,0,439,27,260,71,0,435,27,240,65,0,387,21,218,59,0,335,18,197,46,0,291,15,172,38,0,220,13,67,19,0,102,8,25,7,0,50,4,131.28748987112763,128.08600806319703,24967.65159220997,36.6759696,44.24027100000001,56.67663880000002,81.41979400000001,114.37327599999995,138.6406052,168.1140932,188.74100319999997,244.7693632,36.6759696,44.24027100000001,56.67663880000002,81.41979400000001,114.37327599999995,138.6406052,168.1140932,188.74100319999997,244.7693632,53.126764177786015,61.633421886192785,80.43049351551835,112.32168014040178,170.69519880089484,210.40013400049668,235.0836597960457,270.40608309265986,328.04846568451376,1390.8827212226283,1823.9803911817785,3104.2446399815176,5755.2884092328095,13980.4199679832,21025.799372704954,26436.984107643417,33776.73554163317,49697.64624691292
1,721,290,18,27,1,511,278,4,25,1,401,231,4,15,1,310,191,4,9,1,248,170,3,7,1,200,144,3,6,1,166,128,3,5,1,137,107,2,2,1,113,86,0,1,0,72,62,0,1,0,40,34,0,1,0,4,5,0,1,0,512,464,4,60,17,512,464,4,60,17,512,464,4,60,17,512,464,4,58,17,508,463,4,58,17,494,449,4,57,17,455,402,1,55,16,415,367,1,54,16,351,325,0,48,16,291,281,0,43,14,123,160,0,33,9,58,84,0,22,9,152.31762057142856,155.85905329612112,26497.12448894957,84.16751840000003,101.42512180000003,114.08137799999999,124.81275599999996,138.39193699999996,155.42874160000002,172.70085419999998,194.15709199999998,244.12618999999998,84.16751840000003,101.42512180000003,114.08137799999999,124.81275599999996,138.39193699999996,155.42874160000002,172.70085419999998,194.15709199999998,244.12618999999998,135.8577710780068,152.86883690053992,169.16772069076006,182.1924295297365,208.30420290912434,227.23361413955217,246.33656468639708,283.829331641109,332.79462751981566,9021.553323879096,11111.529759968827,13701.004352661948,15959.350583826905,19753.47111653568,24802.048654267885,28841.346387282487,35852.44228540884,53102.85104313478
1,299,186,27,626,2,197,104,1,617,2,160,69,0,336,2,123,53,0,167,1,87,40,0,91,1,72,27,0,56,1,56,16,0,38,0,40,10,0,25,0,27,7,0,10,0,9,5,0,6,0,2,2,0,4,0,0,0,0,0,0,207,178,0,740,15,207,178,0,740,15,207,178,0,740,15,207,178,0,740,15,207,178,0,739,15,207,176,0,736,15,179,166,0,720,14,146,153,0,701,14,119,143,0,680,13,87,125,0,641,8,36,67,0,521,5,11,29,0,404,4,172.96574449035086,174.545855622807,58423.33627484723,41.44288260000002,46.81917739999999,52.67329049999996,61.80936260000003,83.82022099999999,136.14389180000003,184.47937949999996,327.0291048,483.6840761,41.44288260000002,46.81917739999999,52.67329049999996,61.80936260000003,83.82022099999999,136.14389180000003,184.47937949999996,327.0291048,483.6840761,60.67333716353597,68.8149782075032,75.82797325004736,84.77484544065805,112.75944226549102,200.4948872835519,254.12997337896064,469.4820133316674,720.7994979454919,1761.419793160302,2274.9244067411905,2791.7813267163733,3459.6454404080887,5826.870368474878,18964.826651650004,30458.872047051893,101840.44449423862,249833.72193352383
1,347,244,0,14,5,209,234,0,11,5,162,182,0,8,4,113,137,0,5,3,89,108,0,3,2,69,93,0,3,1,56,82,0,3,0,41,68,0,2,0,34,58,0,2,0,22,42,0,2,0,10,28,0,2,0,1,6,0,0,0,210,364,0,19,17,210,364,0,19,17,210,364,0,19,17,210,364,0,19,17,210,362,0,18,17,207,356,0,16,17,194,330,0,16,16,175,304,0,12,14,152,265,0,11,13,121,238,0,9,10,66,126,0,5,9,26,61,0,2,9,130.96716688196724,134.46507838688524,19874.662332050037,72.81069580000002,92.2818912,104.53579690000004,111.51114519999999,120.93867500000002,130.6451812,141.72267280000003,158.877616,186.78215630000005,72.81069580000002,92.2818912,104.53579690000004,111.51114519999999,120.93867500000002,130.6451812,141.72267280000003,158.877616,186.78215630000005,121.87701960304287,144.21088398477653,155.00948902562698,162.49536670936516,172.35700721217603,180.42947421302426,194.37340919353682,226.1392172723001,272.8725331466561,6408.281415118974,9477.491446770895,11272.69434155649,12669.790521529336,14096.516987030314,15479.881462465406,17840.76461888691,24508.547261939588,32974.56895699516
1,1348,1102,1,8,3,451,1092,0,8,3,296,854,0,6,1,185,640,0,5,1,127,524,0,4,1,91,455,0,3,1,65,392,0,3,1,45,323,0,2,1,26,254,0,2,1,11,200,0,2,0,3,120,0,1,0,0,24,0,0,0,396,2040,0,17,9,396,2040,0,17,9,396,2040,0,17,9,396,2040,0,17,9,395,2038,0,16,8,388,2032,0,16,7,342,1932,0,14,7,302,1834,0,14,6,253,1711,0,13,6,203,1544,0,11,6,78,1021,0,7,4,27,635,0,4,3,132.25280166815597,132.1108689142973,18683.511903659994,85.60892360000004,98.859851,108.03301369999997,116.60848359999997,124.5191915,134.33093280000003,146.97769419999997,164.2153082,185.73438920000007,85.60892360000004,98.859851,108.03301369999997,116.60848359999997,124.5191915,134.33093280000003,146.97769419999997,164.2153082,185.73438920000007,139.5580046234507,152.41242780493155,161.84082717520675,169.48249009311223,176.71273966708077,185.6393237648105,213.66101529684508,227.1312998033969,246.15782001888658,9409.863178128158,10976.046678246315,12320.50617699249,13660.362915681333,14950.427486305429,16492.76132970907,21455.85717951989,24928.87655494809,29184.119086605002
1,144,83,26,219,11,30,61,1,174,11,19,35,0,93,8,11,25,0,53,2,9,17,0,31,1,3,13,0,19,1,2,9,0,15,0,2,6,0,10,0,1,6,0,8,0,1,4,0,5,0,1,4,0,2,0,0,1,0,0,0,34,113,0,242,94,34,113,0,242,94,34,113,0,242,94,34,113,0,237,94,34,113,0,221,94,34,113,0,205,93,30,108,0,191,90,28,99,0,169,87,26,96,0,148,85,20,84,0,115,77,8,43,0,41,59,2,28,0,15,41,87.63756127329194,84.01750291718427,11784.781229227778,40.841491399999995,47.89468980000004,53.114075,58.49710700000004,66.953125,76.18594739999999,91.34460419999999,112.30241740000005,147.8171628,40.841491399999995,47.89468980000004,53.114075,58.49710700000004,66.953125,76.18594739999999,91.34460419999999,112.30241740000005,147.8171628,62.65701096915508,70.32654068715073,76.09994987215714,82.91533879433523,93.98581198694197,105.06466485941715,129.41426582874706,158.51710175270713,197.22611907741882,1376.4364134843938,2268.748119202496,2732.854747087983,3297.7751126464073,4161.5023387660785,5132.064481299636,7157.944634995909,11343.085814113965,15910.209632426515
1,498,289,3,25,1,343,283,1,25,1,263,234,1,17,0,191,171,1,11,0,154,135,1,8,0,134,121,1,8,0,107,88,1,7,0,84,66,1,5,0,69,54,0,4,0,53,41,0,3,0,26,28,0,1,0,2,3,0,0,0,349,424,2,38,3,349,424,2,38,3,349,424,2,38,3,349,424,2,38,3,349,422,2,37,3,344,414,2,37,3,320,402,2,36,3,291,377,2,35,2,240,352,2,34,2,188,304,2,31,2,94,197,1,22,1,44,111,0,20,0,125.95452247181372,126.32186914338236,17558.182583281392,71.002655,85.15258799999998,98.86164100000002,110.47357199999999,120.59124750000001,131.54577699999993,146.1951405,161.58306899999997,183.4135135,71.002655,85.15258799999998,98.86164100000002,110.47357199999999,120.59124750000001,131.54577699999993,146.1951405,161.58306899999997,183.4135135,105.84602602532246,137.42976046355415,149.87848828084142,161.44865859079428,173.4969710128836,182.8103453252813,210.28742887850487,226.1471495472014,247.02482429826617,5462.685885632148,9038.988617881349,10589.065176662534,12412.007565452843,14182.895607945913,15988.617480239709,20633.173978344832,24570.11087496578,28749.698864462844
